Class Name,Instance Side Definition,Class Side Definition
GraphicFontSettings,"Object subclass: #GraphicFontSettings 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Settings-Graphics'","GraphicFontSettings class 	instanceVariableNames: ''"
ClassBuilder,"Object subclass: #ClassBuilder 	instanceVariableNames: 'environ classMap instVarMap progress maxClassIndex currentClassIndex' 	classVariableNames: 'QuietMode' 	poolDictionaries: '' 	category: 'Kernel-Classes'","ClassBuilder class 	instanceVariableNames: ''"
MethodDictionaryTest,"TestCase subclass: #MethodDictionaryTest 	uses: TIncludesTest + TDictionaryKeysValuesAssociationsAccess + TDictionaryRemovingTest 	instanceVariableNames: 'nonEmptyDict' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'KernelTests-Methods'","MethodDictionaryTest class 	uses: TIncludesTest classTrait + TDictionaryKeysValuesAssociationsAccess classTrait + TDictionaryRemovingTest classTrait 	instanceVariableNames: ''"
MorphTreeSelectionChanged,"MorphTreeAnnounce subclass: #MorphTreeSelectionChanged 	instanceVariableNames: 'selection' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-MorphTreeWidget'","MorphTreeSelectionChanged class 	instanceVariableNames: ''"
ByteArray,"ArrayedCollection variableByteSubclass: #ByteArray 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Collections-Arrayed'","ByteArray class 	instanceVariableNames: ''"
EditorFindReplaceDialogWindow,"DialogWindow subclass: #EditorFindReplaceDialogWindow 	instanceVariableNames: 'state' 	classVariableNames: 'Finds Replacements Singleton' 	poolDictionaries: '' 	category: 'System-Text'","EditorFindReplaceDialogWindow class 	instanceVariableNames: ''"
DateAndTimeTest,"ClassTestCase subclass: #DateAndTimeTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'KernelTests-Chronology'","DateAndTimeTest class 	instanceVariableNames: ''"
PragmaTest,"TestCase subclass: #PragmaTest 	instanceVariableNames: 'atPragma anotherAtPragma yetAnotherAtPragma atPutPragma' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'KernelTests-Pragmas'","PragmaTest class 	instanceVariableNames: ''"
SolidFillStyle,"FillStyle subclass: #SolidFillStyle 	instanceVariableNames: 'color pixelValue32' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Balloon-Fills'","SolidFillStyle class 	instanceVariableNames: ''"
RBToDoCollectRule,"RBParseTreeLintRule subclass: #RBToDoCollectRule 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Refactoring-Critics-ParseTreeRules'","RBToDoCollectRule class 	instanceVariableNames: ''"
OBClassAwareNode,"OBCodeNode subclass: #OBClassAwareNode 	instanceVariableNames: 'theClass' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Standard-Nodes'","OBClassAwareNode class 	instanceVariableNames: ''"
ZnEntityTooLarge,"Error subclass: #ZnEntityTooLarge 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Exceptions'","ZnEntityTooLarge class 	instanceVariableNames: ''"
Transcripter,"ReadWriteStream subclass: #Transcripter 	instanceVariableNames: 'frame para' 	classVariableNames: 'Icon' 	poolDictionaries: 'EventSensorConstants' 	category: 'EmergencyEvaluator'","Transcripter class 	instanceVariableNames: ''"
ProfStefAPIHelp,"ProfStefHelp subclass: #ProfStefAPIHelp 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'ProfStef-Help'","ProfStefAPIHelp class 	instanceVariableNames: ''"
MetacelloVisitedPackages,"Object subclass: #MetacelloVisitedPackages 	instanceVariableNames: 'groups packages projects' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Metacello-MC-Specs'","MetacelloVisitedPackages class 	instanceVariableNames: ''"
KMAltModifier,"KMModifier subclass: #KMAltModifier 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Shortcuts'","KMAltModifier class 	instanceVariableNames: ''"
TextLineEndingsTest,"TestCase subclass: #TextLineEndingsTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'CollectionsTests-Text'","TextLineEndingsTest class 	instanceVariableNames: ''"
BMPReadWriterTest,"TestCase subclass: #BMPReadWriterTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Graphics-Tests-Files'","BMPReadWriterTest class 	instanceVariableNames: ''"
MultiByteFileStream,"StandardFileStream subclass: #MultiByteFileStream 	instanceVariableNames: 'converter lineEndConvention wantsLineEndConversion' 	classVariableNames: 'Cr CrLf Lf LineEndDefault LineEndStrings LookAheadCount' 	poolDictionaries: '' 	category: 'Multilingual-TextConversion'","MultiByteFileStream class 	instanceVariableNames: ''"
JPEGColorComponent,"Object subclass: #JPEGColorComponent 	instanceVariableNames: 'currentX currentY hSampleFactor vSampleFactor mcuBlocks widthInBlocks heightInBlocks dctSize mcuWidth mcuHeight priorDCValue id qTableIndex dcTableIndex acTableIndex' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Graphics-Files'","JPEGColorComponent class 	instanceVariableNames: ''"
ImmWin32,"ImmAbstractPlatform subclass: #ImmWin32 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Multilingual-ImmPlugin'","ImmWin32 class 	instanceVariableNames: ''"
IdentifierChooserMorph,"BorderedMorph subclass: #IdentifierChooserMorph 	instanceVariableNames: 'requestor labels choiceMenus chooseBlock maxLines choicesMorph scrollPaneWidth baseColor' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Polymorph-Widgets'","IdentifierChooserMorph class 	instanceVariableNames: ''"
OBSearchNode,"OBCodeNode subclass: #OBSearchNode 	instanceVariableNames: 'query' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Standard-Nodes'","OBSearchNode class 	instanceVariableNames: ''"
MetacelloProjectSpec,"MetacelloSpec subclass: #MetacelloProjectSpec 	instanceVariableNames: 'name className versionString operator loads preLoadDoIt postLoadDoIt' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Metacello-Core-Specs'","MetacelloProjectSpec class 	instanceVariableNames: ''"
FileStream,"ReadWriteStream subclass: #FileStream 	instanceVariableNames: 'rwmode' 	classVariableNames: 'Stderr Stdin StdioFiles Stdout TheStdioHandles' 	poolDictionaries: '' 	category: 'Files-Kernel'","FileStream class 	instanceVariableNames: ''"
ZnPortNotANumber,"ZnParseError subclass: #ZnPortNotANumber 	instanceVariableNames: 'port' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Exceptions'","ZnPortNotANumber class 	instanceVariableNames: ''"
ORAccessorClassRefactoring,"RBClassRefactoring subclass: #ORAccessorClassRefactoring 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Refactory-Tools'","ORAccessorClassRefactoring class 	instanceVariableNames: ''"
CompilerTest,"TestCase subclass: #CompilerTest 	instanceVariableNames: 'errorMessage errorLocation errorSource interactive originalTranscript newTranscript' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'CompilerTests'","CompilerTest class 	instanceVariableNames: ''"
ORCmdClassRegexEnvironment,"ORCmdRegexEnvironment subclass: #ORCmdClassRegexEnvironment 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Regex-Commands'","ORCmdClassRegexEnvironment class 	instanceVariableNames: ''"
Error,"Exception subclass: #Error 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Exceptions'","Error class 	instanceVariableNames: ''"
MD5,"HashFunction subclass: #MD5 	instanceVariableNames: 'state' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-Hashing-MD5'","MD5 class 	instanceVariableNames: ''"
ExtendedTabPanelBorder,"TabPanelBorder subclass: #ExtendedTabPanelBorder 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Polymorph-Widgets-Themes'","ExtendedTabPanelBorder class 	instanceVariableNames: ''"
DateAndTimeEpochTest,"TestCase subclass: #DateAndTimeEpochTest 	instanceVariableNames: 'aDateAndTime aDuration aTimeZone localTimeZoneToRestore' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'KernelTests-Chronology'","DateAndTimeEpochTest class 	instanceVariableNames: ''"
FontFamilyAbstract,"Object subclass: #FontFamilyAbstract 	instanceVariableNames: 'familyName members' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'FreeType-FontManager'","FontFamilyAbstract class 	instanceVariableNames: ''"
Process,"Link subclass: #Process 	instanceVariableNames: 'suspendedContext priority myList threadId errorHandler name env' 	classVariableNames: 'PSKeys PSKeysSema' 	poolDictionaries: '' 	category: 'Kernel-Processes'","Process class 	instanceVariableNames: ''"
CustomHelpTest,"TestCase subclass: #CustomHelpTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'HelpSystem-Tests-Core-Utilities'","CustomHelpTest class 	instanceVariableNames: ''"
ZipWriteStreamTests,"TestCase subclass: #ZipWriteStreamTests 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tests-Compression'","ZipWriteStreamTests class 	instanceVariableNames: ''"
MimeConverter,"Object subclass: #MimeConverter 	instanceVariableNames: 'dataStream mimeStream' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Network-MIME'","MimeConverter class 	instanceVariableNames: ''"
ORCmdSelectCode,"ORCommand subclass: #ORCmdSelectCode 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Refactory-Commands'","ORCmdSelectCode class 	instanceVariableNames: ''"
AsyncFile,"Object subclass: #AsyncFile 	instanceVariableNames: 'name writeable semaphore fileHandle' 	classVariableNames: 'Busy ErrorCode' 	poolDictionaries: '' 	category: 'Files-Kernel'","AsyncFile class 	instanceVariableNames: ''"
ZnEasy,"Object subclass: #ZnEasy 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Client-Server'","ZnEasy class 	instanceVariableNames: ''"
UTF8TextConverterTest,"TestCase subclass: #UTF8TextConverterTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Multilingual-Tests-TextConversion'","UTF8TextConverterTest class 	instanceVariableNames: ''"
DashedBorder,"SimpleBorder subclass: #DashedBorder 	instanceVariableNames: 'dashColors dashLengths' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Borders'","DashedBorder class 	instanceVariableNames: ''"
PluggableMessageCategoryListMorph,"PluggableListMorph subclass: #PluggableMessageCategoryListMorph 	instanceVariableNames: 'getRawListSelector priorRawList' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Pluggable Widgets'","PluggableMessageCategoryListMorph class 	instanceVariableNames: ''"
HashTableSizes,"Object subclass: #HashTableSizes 	instanceVariableNames: 'candidate goodPrimes primesToAvoid valuesNotToDivide limit' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Collections-Unordered'","HashTableSizes class 	instanceVariableNames: 'sizes'"
PathTest,"TestCase variableSubclass: #PathTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'FileSystem-Tests-Core'","PathTest class 	instanceVariableNames: ''"
MorphTreeColumnButton,"SimpleButtonMorph subclass: #MorphTreeColumnButton 	instanceVariableNames: 'model' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-MorphTreeWidget'","MorphTreeColumnButton class 	instanceVariableNames: ''"
ReadWriteStream,"WriteStream subclass: #ReadWriteStream 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Collections-Streams'","ReadWriteStream class 	instanceVariableNames: ''"
ORCriticsBrowser,"OBBrowser subclass: #ORCriticsBrowser 	instanceVariableNames: 'environment process status' 	classVariableNames: 'PaneCount' 	poolDictionaries: '' 	category: 'OB-Refactory-Critics'","ORCriticsBrowser class 	instanceVariableNames: ''"
BlockClosure,"Object variableSubclass: #BlockClosure 	instanceVariableNames: 'outerContext startpc numArgs' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Methods'","BlockClosure class 	instanceVariableNames: ''"
TraitMethodDescriptionTest,"TraitsTestCase subclass: #TraitMethodDescriptionTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tests-Traits'","TraitMethodDescriptionTest class 	instanceVariableNames: ''"
TextMorphForFieldView,"TextMorphForEditView subclass: #TextMorphForFieldView 	instanceVariableNames: 'maxLength' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Polymorph-Widgets'","TextMorphForFieldView class 	instanceVariableNames: ''"
ObjectScanner,"Object subclass: #ObjectScanner 	instanceVariableNames: 'pvt3SmartRefStrm' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-Object Storage'","ObjectScanner class 	instanceVariableNames: ''"
KoreanEnvironment,"LanguageEnvironment subclass: #KoreanEnvironment 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Multilingual-Languages'","KoreanEnvironment class 	instanceVariableNames: ''"
FreeTypeFileInfoAbstract,"Object subclass: #FreeTypeFileInfoAbstract 	instanceVariableNames: 'index familyName styleName postscriptName bold italic fixedWidth numFaces familyGroupName slant slantValue weight stretch weightValue stretchValue styleNameExtracted upright' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'FreeType-FontManager'","FreeTypeFileInfoAbstract class 	instanceVariableNames: ''"
UpdatingMenuItemMorph,"MenuItemMorph subclass: #UpdatingMenuItemMorph 	instanceVariableNames: 'wordingProvider wordingSelector enablementSelector wordingArgument' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Menus'","UpdatingMenuItemMorph class 	instanceVariableNames: ''"
MetacelloMCPartiallyLoadedStatus,"Object subclass: #MetacelloMCPartiallyLoadedStatus 	instanceVariableNames: 'hasNoPackage hasNoProject aProjectIsLoaded aPackageIsLoaded aLoadedProjectIsExact aLoadedPackageIsExact aLoadedProjectIsCurrent aLoadedPackageIsCurrent aLoadedProjectIsNotCurrent aLoadedPackageIsNotCurrent aProjectNotLoaded aPackageNotLoaded vrsnStatus abort' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Metacello-MC-Specs'","MetacelloMCPartiallyLoadedStatus class 	instanceVariableNames: ''"
ComposableMorph,"MorphicModel subclass: #ComposableMorph 	uses: TEasilyThemed 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Polymorph-Widgets'","ComposableMorph class 	uses: TEasilyThemed classTrait 	instanceVariableNames: ''"
BitBlt,"Object subclass: #BitBlt 	instanceVariableNames: 'destForm sourceForm halftoneForm combinationRule destX destY width height sourceX sourceY clipX clipY clipWidth clipHeight colorMap' 	classVariableNames: 'CachedFontColorMaps ColorConvertingMaps' 	poolDictionaries: '' 	category: 'Graphics-Primitives'","BitBlt class 	instanceVariableNames: ''"
LineMorph,"PolygonMorph subclass: #LineMorph 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Basic'","LineMorph class 	instanceVariableNames: ''"
HelpOnHelp,"CustomHelp subclass: #HelpOnHelp 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'HelpSystem-Core-Help'","HelpOnHelp class 	instanceVariableNames: ''"
RBClassNameInSelectorRule,"RBBlockLintRule subclass: #RBClassNameInSelectorRule 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Refactoring-Critics-BlockRules'","RBClassNameInSelectorRule class 	instanceVariableNames: ''"
Float,"Number variableWordSubclass: #Float 	instanceVariableNames: '' 	classVariableNames: 'E Epsilon Halfpi Infinity Ln10 Ln2 MaxVal MaxValLn MinValLogBase2 NaN NegativeInfinity NegativeZero Pi RadiansPerDegree Sqrt2 ThreePi Twopi' 	poolDictionaries: '' 	category: 'Kernel-Numbers'","Float class 	instanceVariableNames: ''"
OBClassCommentDefinition,"OBDefinition subclass: #OBClassCommentDefinition 	instanceVariableNames: 'theClass' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Standard-Definitions'","OBClassCommentDefinition class 	instanceVariableNames: ''"
WeakKeyDictionary,"Dictionary subclass: #WeakKeyDictionary 	instanceVariableNames: 'expired finalizer' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Collections-Weak'","WeakKeyDictionary class 	instanceVariableNames: ''"
